melspectrogram,spectral_centroid,spectral_bandwidth,chroma_stft,zero_crossing_rate,rms,chroma_cqt,chroma_cens,spectral_rolloff
1.3813335,1079.9814731837128,896.4716666187292,0.26650232,0.348207,0.2486808,2071.9313063063064,0.07605750281531531,0.07605750281531531
0.46749136,1339.0667451339093,1258.4966281241843,0.37118033,0.44854054,0.26098874,2361.8819962686566,0.13018889925373134,0.13018889925373134
0.36051697,1802.7256997687048,1333.3405334605213,0.36313924,0.47480464,0.26832432,3041.736577181208,0.17869455222315436,0.17869455222315436
0.50141376,1388.7473637151109,1343.4840367888137,0.37821195,0.43318328,0.25041977,2617.373511904762,0.09392826140873016,0.09392826140873016
0.65690315,1278.049647148351,1240.9052606454131,0.3370781,0.4082481,0.252038,2489.978448275862,0.10843547952586206,0.10843547952586206
0.17191273,2293.2148740396146,1623.2338990861613,0.3710558,0.40360725,0.24810958,3967.998798076923,0.22203181340144232,0.22203181340144232
0.40210286,1592.8183793384105,1341.525441943988,0.39917824,0.508654,0.26916778,2684.7047018348626,0.13528078411697247,0.13528078411697247
0.54654104,1601.9527878633494,1265.9712083636282,0.34571737,0.44226903,0.25730222,2808.542351973684,0.18282277960526316,0.18282277960526316
1.2605535,1406.4773322554504,950.7533899491665,0.3922707,0.50048864,0.26988643,2332.5482536764707,0.12559599034926472,0.12559599034926472
0.25754243,687.6930858140923,750.978362622748,0.25819862,0.32929754,0.24679624,1329.7018348623853,0.04566549598623853,0.04566549598623853
0.12732077,995.2695775333584,1083.817183949583,0.3114679,0.40940607,0.25623485,1867.0072115384614,0.06138822115384615,0.06138822115384615
0.16500095,1049.1870692054888,1105.1824692254374,0.2773559,0.3827404,0.24135141,1922.7318548387098,0.07364541330645161,0.07364541330645161
0.69607186,1314.6594301316882,1418.9052246558936,0.4345769,0.45556217,0.26660037,2343.125,0.09298828125,0.09298828125
0.26401934,1622.7917344957425,1644.959699589955,0.31105226,0.38812983,0.24356863,2921.4876033057853,0.14594766916322313,0.14594766916322313
0.9763963,1919.8003499112215,1572.6905639909587,0.2786865,0.40910143,0.24912526,3650.0563063063064,0.15610923423423423,0.15610923423423423
0.28756967,1314.903269170634,1065.5087126493413,0.3601597,0.44558376,0.261131,2327.434098639456,0.1295273968962585,0.1295273968962585
0.6485056,1222.6816283251237,1248.2257795701246,0.38123003,0.45313585,0.26933026,2264.7643008474574,0.10327562235169492,0.10327562235169492
0.015923485,2906.6836533804885,2033.4778109850959,0.35285482,0.44890097,0.24356894,4859.513274336283,0.3494970271017699,0.3494970271017699
0.15546623,1415.1816800739336,1238.4864759261955,0.37545833,0.5318549,0.27863106,2536.4583333333335,0.11555989583333333,0.11555989583333333
0.2070408,1814.490053248345,1429.951552714917,0.2990997,0.34399456,0.22478011,3454.701834862385,0.150390625,0.150390625
0.57880294,1287.7478617555914,1316.3888368241549,0.36925158,0.44478384,0.25434503,2340.638827433628,0.10922808351769911,0.10922808351769911
0.33611318,1036.2932105148732,927.6310840193854,0.32477996,0.424308,0.2547174,1866.6334219858156,0.09712641289893617,0.09712641289893617
0.1604286,1036.5155649740773,1137.3056176488492,0.32228798,0.36827728,0.23201163,2164.3770973154365,0.06303743708053691,0.06303743708053691
0.63360375,1505.6292145860275,1326.7651733603036,0.39586625,0.4793131,0.2612114,2654.7749125874125,0.1327237215909091,0.1327237215909091
1.3250642,1680.197942105375,1574.484502679321,0.3102622,0.40802163,0.26051077,3203.1885162601625,0.1124634781504065,0.1124634781504065
0.20280653,1107.4031368462288,1073.1999154348161,0.28534588,0.3833034,0.25692245,2018.9732142857142,0.08031529017857143,0.08031529017857143
0.19707088,1528.2001461058314,1181.9902877495806,0.3493999,0.45541546,0.2620804,2723.856209150327,0.1550915287990196,0.1550915287990196
0.55469936,2340.4407813377725,1713.4995899159733,0.4186724,0.5005333,0.26666823,4049.893465909091,0.23504083806818182,0.23504083806818182
1.5656079,1228.2913994822734,1282.1998681634018,0.38543445,0.47672117,0.26639414,2171.6501798561153,0.10460459757194245,0.10460459757194245
0.3229774,1940.2253503068857,1520.6019874336605,0.5011635,0.54826736,0.27578905,3387.4045801526718,0.16887822041984732,0.16887822041984732
0.5614542,1537.01033849806,1444.0968059600987,0.40459064,0.5142273,0.27274784,2811.590325342466,0.1306185787671233,0.1306185787671233
0.48649418,1523.5902881314692,1431.5314906676117,0.42340624,0.45072955,0.26570746,2764.597039473684,0.1288719846491228,0.1288719846491228
2.1419466,979.6474045287388,1066.9977404115384,0.29927304,0.37903374,0.25028715,1911.6530373831777,0.05498868282710281,0.05498868282710281
0.18064974,630.5422299536735,745.3797471270434,0.25877243,0.32842752,0.24333046,1233.3491161616162,0.04012290877525253,0.04012290877525253
0.6306321,1223.446385082226,1269.8946105529433,0.3703189,0.45128784,0.25309533,2342.974713740458,0.09308653387404581,0.09308653387404581
0.55249846,766.7809431933013,976.7110609070727,0.31259033,0.44268483,0.263659,1491.1404639175257,0.04778108891752577,0.04778108891752577
0.19409178,1870.0123464035917,1756.3549754589528,0.35707977,0.43009973,0.25073966,3331.3386524822695,0.19503199800531915,0.19503199800531915
0.104548685,1924.8971132195186,1973.8757678691222,0.40592796,0.44786808,0.25100392,3701.78345959596,0.17546066130050506,0.17546066130050506
0.15814362,1060.0917215320112,1133.840724175555,0.27997115,0.3858694,0.24785843,1900.1664959016393,0.07646004098360656,0.07646004098360656
0.27215105,977.6574770927158,1065.3195723422145,0.3793665,0.5238335,0.2747086,1887.0570866141732,0.07286155880905512,0.07286155880905512
0.12093646,1710.1592641017937,1561.9759274981197,0.30329412,0.4054185,0.25402415,3416.9791666666665,0.12438151041666666,0.12438151041666666
0.12084369,1854.5601522718152,1886.1284597485403,0.30333295,0.3580746,0.22181536,3604.6747967479673,0.1691477705792683,0.1691477705792683
0.28907543,1241.5510703411937,1281.3033448299323,0.30526924,0.42159283,0.25488412,2393.818430656934,0.08949446852189781,0.08949446852189781
0.68400925,1112.7070748096776,818.71455175801,0.33128786,0.42248315,0.25951803,1807.528409090909,0.10252130681818182,0.10252130681818182
0.23636204,1412.1438563105553,1345.3773148358855,0.36194226,0.42958736,0.2550345,2735.9483506944443,0.1301812065972222,0.1301812065972222
0.10448102,1023.6543775071067,1196.485454503044,0.4220956,0.5319339,0.27514282,1946.7222744360902,0.07064658717105263,0.07064658717105263
0.21879229,1558.4292460852632,1387.477184888095,0.35481074,0.4764217,0.26492226,2825.284090909091,0.13660037878787878,0.13660037878787878
0.21418063,972.5616291310971,1138.7216711574783,0.30253756,0.36476368,0.2594533,2042.3001126126126,0.05445875563063063,0.05445875563063063
0.4094719,1056.252294245321,1208.743795825796,0.40760198,0.5473004,0.2803241,2045.9183673469388,0.07976422991071429,0.07976422991071429
0.21966472,1341.4671198088301,1149.4792328991305,0.37538746,0.47923514,0.2669379,2468.4758771929824,0.11878940515350878,0.11878940515350878
0.42954266,1724.2636167646324,1265.513145215873,0.35560474,0.3775659,0.26281026,3072.624362244898,0.17093829719387754,0.17093829719387754
0.76242906,1018.0234167925721,878.3639670683849,0.30314746,0.37026054,0.24544342,1849.948347107438,0.07497740185950413,0.07497740185950413
0.06356577,2322.141453613312,2038.948824260229,0.41777623,0.49771455,0.26265374,4280.012376237623,0.2263449489480198,0.2263449489480198
0.66249025,1503.82236930258,1447.940548917889,0.2480345,0.35372746,0.21933223,2773.5906862745096,0.11578010110294118,0.11578010110294118
0.3099184,1752.9991109063317,1409.4112221779314,0.32918802,0.42410654,0.25877762,3075.714760638298,0.16733502327127658,0.16733502327127658
0.4909268,1498.194496891069,1364.24939290951,0.39091456,0.49198583,0.26659548,2724.5689655172414,0.12908472521551725,0.12908472521551725
0.23161593,1476.916340760231,1342.1766962841734,0.32963356,0.40566397,0.26248035,2700.0314597315437,0.12094628250838926,0.12094628250838926
0.43456826,1004.3300358418821,1086.4834331672262,0.37685087,0.47850555,0.26602033,1815.9568584070796,0.07174277516592921,0.07174277516592921
1.8939762,1294.2467257977646,1422.3575664324317,0.30256808,0.39780968,0.24365436,2330.418577981651,0.09669760607798165,0.09669760607798165
0.50607646,1167.6938191956312,1170.1958592596568,0.32924977,0.42311937,0.25999147,2115.5337591240877,0.08878521327554745,0.08878521327554745
0.35208103,1923.7572378619407,1748.1850908649335,0.32157308,0.40528312,0.2503091,3442.3532196969695,0.19978471235795456,0.19978471235795456
